"Department","Year","Metropole","Main river","Unemployment rate","Median income","Share single parents","PM2.5 concentration","Population","Log population","Log median income"
"Haute-Marne",2017,0,1,8.35,19700,13.2626842833958,9.12360725425548,180753,12.1048867373936,9.88837391472608
"Haute-Saone",2012,0,0,9.5,18508,12.1679132509829,12.8181649127955,247742,12.4201431610553,9.82595835002689
"Haute-Saone",2013,0,0,10.225,18993.8888888889,12.6853701812262,13.7243335397807,246782,12.4162606348042,9.85187256898527
"Haute-Saone",2014,0,0,10.225,19177.5,12.9736072002602,10.023047125273,246022,12.4131762418101,9.86149299583345
"Haute-Saone",2015,0,0,9.925,19460,13.2197107524021,10.8769373935125,245130,12.4095439610469,9.87611635574
"Haute-Saone",2016,0,0,9.35,19747.3333333333,13.5321077091364,9.82537197564155,244305,12.4061727236758,9.89077374011605
"Haute-Saone",2017,0,0,8.65,20090,14.0096830270132,9.09017359064886,243264,12.4019025523489,9.90797745780898
"Haute-Savoie",2012,0,1,7.125,23658,13.452569791301,13.4804750336918,780341,13.5674862826178,10.0714566031057
"Haute-Savoie",2013,0,1,7.45,24022.5,13.6624411419106,13.5941649553418,793342,13.5840096812896,10.0867461701514
"Haute-Savoie",2014,0,1,7.475,24375,13.9640519869935,10.6498784371485,806447,13.600393458331,10.101313295866
"Haute-Savoie",2015,0,1,7.675,25001.1428571429,14.2085992744573,12.5173929373929,816748,13.6130858807306,10.1266768170912
"Haute-Savoie",2016,0,1,7.425,25439.5238095238,14.4518735905415,10.8927997079367,823928,13.6218384264331,10.1440592990998
"Haute-Savoie",2017,0,1,6.85,25700,14.682975644038,11.1005610659877,828417,13.6272719297802,10.1542462708833
"Haute-Vienne",2012,0,0,9.275,19118,13.2029492975098,11.2273942863763,384604,12.8599695124987,9.85838557862371
"Haute-Vienne",2013,0,0,9.775,19492,13.6871292792438,11.8630441529537,384411,12.8594675716938,9.8777594039634
"Haute-Vienne",2014,0,0,9.7,19698,13.8179374665471,8.94429415642326,384708,12.8602398839492,9.88827238672965
"Haute-Vienne",2015,0,0,9.925,19953.3333333333,14.1588803015422,10.2943097023822,384226,12.8589862001138,9.90115149273858
"Haute-Vienne",2016,0,0,9.65,20136,14.5389996831161,9.37184389728812,383215,12.8563514683628,9.91026453681515
"Haute-Vienne",2017,0,0,8.775,20400,14.792457267277,8.62686569877525,381379,12.8515489103284,9.92329017983231
"Hautes-Alpes",2012,0,0,8.65,18848.6956521739,14.905084331889,13.3584343082752,144950,11.8841441343498,9.84419899431085
"Hautes-Alpes",2013,0,0,9.25,19199,14.6454065539296,11.8019726678576,144640,11.882003175626,9.86261347332616
"Hautes-Alpes",2014,0,0,9.25,19386.1904761905,14.6232491244833,11.2977943503364,145213,11.8859569090456,9.87231626045515
"Hautes-Alpes",2015,0,0,9.475,19725.7142857143,14.5565698813812,12.3070052821801,146060,11.8917727751741,9.88967835726194
"Hautes-Alpes",2016,0,0,9.275,19948.6666666667,15.01566809808,11.0894377150866,146148,11.8923750858751,9.90091758633349
"Hautes-Alpes",2017,0,0,8.75,20350,14.708143378863,11.5650823256287,145883,11.890560209559,9.92083619087074
"Hautes-Pyrenees",2012,0,1,10.825,18885.3333333333,14.3676772602853,11.7160696461364,236996,12.3757985423377,9.84614088568357
"Hautes-Pyrenees",2013,0,1,11.425,19359.3333333333,14.6586533574111,10.0881328807966,236728,12.3746670817041,9.87092992497595
"Hautes-Pyrenees",2014,0,1,11.425,19427.3333333333,14.9534154002421,9.60792475622703,236577,12.3740290153194,9.87443628814212
"Hautes-Pyrenees",2015,0,1,11.6,19522.5,15.1554304603325,10.7827696595069,236017,12.3716591153117,9.87932292553683
"Hautes-Pyrenees",2016,0,1,11.325,19673,15.3061989640114,8.47138284267558,235131,12.3678980846191,9.88700241627627
"Hautes-Pyrenees",2017,0,1,10.4,19910,15.9128983674994,9.12339404508641,234591,12.3655988512943,9.89897739705824
"Hauts-de-Seine",2012,0,1,7.4,25521.9512195122,17.7437823757094,16.2613953169002,1606154,14.2893530593026,10.1472941929808
"Hauts-de-Seine",2013,0,1,7.725,25787.1428571429,17.7943893345394,18.0874418924021,1611290,14.2925456583735,10.1576313078272
"Hauts-de-Seine",2014,0,1,7.775,25960.6666666667,18.007483050972,13.3595348801724,1617484,14.2963824134999,10.1643378510224
"Hauts-de-Seine",2015,0,1,7.85,26225,18.1514774780585,14.2595348535582,1620776,14.2984156048645,10.1744684332645
"Hauts-de-Seine",2016,0,1,7.55,26571.3333333333,18.3868051368997,13.226976776123,1622143,14.2992586725334,10.1875882194042
"Hauts-de-Seine",2017,0,1,7.1,27090,18.6564061023413,12.3897674383119,1625917,14.3015825222766,10.2069199350791
"Herault",2012,1,0,13.575,18411.5,16.4808065285742,12.9894433237477,1097047,13.9081325824599,9.82073074836592
"Herault",2013,1,0,14.375,18764.6666666667,16.5500610425547,11.7787424278149,1111881,13.9215637336777,9.83973094784442
"Herault",2014,1,0,14.35,18973.7797619048,16.804428988511,10.4575713920016,1127333,13.9353652240895,9.850813292523
"Herault",2015,1,0,14.2,19319,17.1825753329073,11.2693250669606,1140030,13.9465651358139,9.86884434659255
"Herault",2016,1,0,13.825,19575,17.548614128561,10.1134698632336,1152125,13.957118621296,9.882008520859
"Herault",2017,1,0,13.125,19850,17.8235315594555,9.58357369153617,1162867,13.966399065546,9.89595928611534
"Ille-et-Vilaine",2012,1,0,7.65,20279.5652173913,11.3271155072684,12.3205583783086,1036181,13.8510523969662,9.91736901849065
"Ille-et-Vilaine",2013,1,0,8.125,20688.2608695652,11.6719347704038,12.3433043323394,1047873,13.8622729533137,9.93732171063657
"Ille-et-Vilaine",2014,1,0,8,20884.5833333333,11.7431227426386,10.2413584761266,1060051,13.8738275781384,9.94676652620956
"Ille-et-Vilaine",2015,1,0,8.125,20926,12.1391976512011,9.93646361777712,1070462,13.8836008889507,9.94874768394099
"Ille-et-Vilaine",2016,1,0,7.825,21184,12.4899577275545,10.1551970053561,1079333,13.8918538157189,9.96100145873674
"Ille-et-Vilaine",2017,1,0,7.125,21470,12.6380461599583,9.26868504235386,1084554,13.8966794005406,9.97441189087283
"Indre",2012,0,0,8.8,18427.619047619,12.0611789665763,12.1312138808784,235956,12.3714006259476,9.82160585336649
"Indre",2013,0,0,9.375,18926.5714285714,12.1448827875022,13.3479768865414,235181,12.3681107094306,9.84832210939329
"Indre",2014,0,0,9.5,19072,12.4214453565492,9.72804083065886,232802,12.3579435858678,9.85597656986508
"Indre",2015,0,0,9.675,19174.6666666667,12.8390953820158,10.8392694640051,230546,12.3482056876687,9.86134524233816
"Indre",2016,0,0,9.75,19385.5,13.433589195272,9.81842332184791,229772,12.3448427918904,9.87228064291142
"Indre",2017,0,0,9.075,19620,13.8116040534041,9.26108720179136,227999,12.337096521962,9.88430473311935
"Indre-et-Loire",2012,1,1,8.325,19952,12.2732132225482,12.7176156598772,612305,13.3249858033644,9.90108466791982
"Indre-et-Loire",2013,1,1,8.975,20402.6666666667,12.5242454284391,13.7439638728349,615557,13.3302828279549,9.92342089024358
"Indre-et-Loire",2014,1,1,9.075,20561,12.865963195376,10.3748699644315,619004,13.3358670136814,9.9311513565186
"Indre-et-Loire",2015,1,1,9.25,20710.2173913043,13.1247219342555,11.1066657523733,619651,13.336911695306,9.93838245125894
"Indre-et-Loire",2016,1,1,9.125,20842.5,13.3501592099358,10.1130988282633,620671,13.3385564298667,9.94474945028477
"Indre-et-Loire",2017,1,1,8.5,21100,13.6092549638568,9.9093347938949,618820,13.3355697177793,9.95702831946416
"Isere",2012,1,1,8.025,20824.6666666667,13.2747460551378,14.6930984833239,1253410,14.0413783950399,9.94389346050438
"Isere",2013,1,1,8.325,21213.3333333333,13.3942226396402,14.4268417108015,1263850,14.0496731757609,9.96238519378361
"Isere",2014,1,1,8.25,21406.6666666667,13.6310254348731,12.0616926987913,1271938,14.0560522795559,9.9714576789754
"Isere",2015,1,1,8.6,21672.8571428571,13.8545017465229,13.2541708225188,1278347,14.0610783950621,9.98381593368683
"Isere",2016,1,1,8.425,21884.4444444444,14.0330710097659,11.7776669992143,1279514,14.0619908762962,9.99353136408206
"Isere",2017,1,1,7.85,22260,14.1992116660325,11.632236631471,1283384,14.065010897336,10.0105466248295
"Jura",2012,0,0,7.075,19433.4782608696,12.4307383441971,12.4084215848701,271439,12.5114927153959,9.87475254132035
"Jura",2013,0,0,7.6,19920.4761904762,12.5777481637873,12.87816439959,270914,12.5095567063244,9.89950343599725
"Jura",2014,0,0,7.6,20166.1904761905,12.5785130960433,9.52091107133618,270826,12.5092318272283,9.91176274232115
"Jura",2015,0,0,7.75,20534.2857142857,12.8613018310821,10.895932091607,270474,12.5079312543496,9.92985124196712
"Jura",2016,0,0,7.525,20830.6666666667,13.2120174739441,9.40447134289507,270142,12.5067030256559,9.94418153886368
"Jura",2017,0,0,6.85,21050,13.3226048102417,8.91405277104714,269344,12.5037446520113,9.95465583911053
"Landes",2012,0,1,8.875,19594,12.1978730860674,12.5953439550197,406809,12.9160990668056,9.88297867590459
"Landes",2013,0,1,9.45,20024.6428571429,12.6665862909093,11.6650319618529,411197,12.9268276973766,9.90471893692822
"Landes",2014,0,1,9.525,20147.8260869565,12.8646926678693,9.45513786517554,414090,12.9338386204857,9.91085167505126
"Landes",2015,0,1,9.675,20229,13.2010495958997,11.2654899372967,416642,12.939982618858,9.91487249740269
"Landes",2016,0,1,9.525,20443.8461538462,13.3649770561271,8.89202367657753,418200,12.9437150659767,9.92543719461265
"Landes",2017,0,1,9.1,20800,13.8920567312663,9.91744108703252,419709,12.9473168929803,9.94270826568941
"Loir-et-Cher",2012,0,1,8.275,19562.7777777778,10.7479443944213,12.1492857251848,342224,12.7432207724052,9.88138394668472
"Loir-et-Cher",2013,0,1,8.975,19991,11.0749353556082,13.4044415554443,342471,12.7439422615667,9.90303745125574
"Loir-et-Cher",2014,0,1,8.9,20131.3043478261,11.4746146471792,9.87837662399589,344121,12.7487486186941,9.91003131275055
"Loir-et-Cher",2015,0,1,8.9,20328.6666666667,11.7142518755722,10.8033506582929,343392,12.7466279307269,9.91978731994958
"Loir-et-Cher",2016,0,1,8.6,20524.6428571429,12.0646948802829,9.84427272635621,343026,12.7455615250245,9.92938153378643
"Loir-et-Cher",2017,0,1,7.925,20720,12.4751404305957,9.5091948156233,340499,12.7381674677098,9.93885469637342
"Loire",2012,1,1,9.525,18866.1904761905,12.3735995620893,12.6061937308457,771367,13.555919544479,9.84512673542675
"Loire",2013,1,1,10.075,19317.3333333333,12.5915078522605,13.0489377101463,774144,13.559513181779,9.86875807201503
"Loire",2014,1,1,10.05,19515,12.739498768698,10.0900072115636,774262,13.5596655965852,9.87893867961471
"Loire",2015,1,1,10.225,19728.5714285714,12.8883758754704,11.270777817892,775977,13.5618781595508,9.88982319034207
"Loire",2016,1,1,9.975,19898,13.1670314482052,10.3527727824216,778211,13.5647529746164,9.89837450314931
"Loire",2017,1,1,9.25,20220,13.5119864947243,9.69169967965252,777328,13.5636176766974,9.91442749257446
"Loire-Atlantique",2012,0,1,7.95,20363.8461538462,11.7207242434666,12.5034470341683,1349609,14.1153254788342,9.92151636018354
"Loire-Atlantique",2013,0,1,8.55,20796.6666666667,11.9055967173693,12.5838698055662,1364453,14.1262641736857,9.94254799643672
"Loire-Atlantique",2014,0,1,8.65,20997.3333333333,12.1632799207947,10.2031828102343,1382766,14.1395963989344,9.95215072451541
"Loire-Atlantique",2015,0,1,8.8,21276,12.4694836927351,10.3770237769068,1400585,14.1524005644504,9.96533495586221
"Loire-Atlantique",2016,0,1,8.325,21548,12.7696479693746,10.5088878242035,1415805,14.1632088318882,9.97803828380042
"Loire-Atlantique",2017,0,1,7.575,21910,13.0455760852889,9.56185443104101,1423152,14.1683846879522,9.99469843258951
"Loiret",2012,1,1,9.15,20321.6666666667,12.7615989225219,12.3331741381591,681086,13.4314438620336,9.91944291932626
"Loiret",2013,1,1,9.775,20677.6470588235,12.9687944198738,13.9675606157217,684104,13.4358652318304,9.93680854356222
"Loiret",2014,1,1,9.95,20790,13.233563532049,10.1779696330001,688098,13.4416865486321,9.94222738085206
"Loiret",2015,1,1,10.05,20921.3333333333,13.4651155636877,11.2688341925549,691291,13.4463161428988,9.94852465101085
"Loiret",2016,1,1,9.875,21081,13.8108044600147,9.98359049788416,691942,13.4472574160582,9.95612743986031
"Loiret",2017,1,1,9.025,21280,14.2237823709635,9.56142542171268,692540,13.4481212771083,9.96552294345558
"Lot",2012,0,1,9.175,18787.8260869565,11.704311157025,11.5929753484858,181165,12.107163497201,9.84096439050177
"Lot",2013,0,1,9.5,19262.2222222222,11.9858442755099,11.0627490776047,180470,12.1033198379553,9.86590105887402
"Lot",2014,0,1,9.275,19506,12.4111754181397,8.88966565718324,180016,12.1008010148109,9.87847738953196
"Lot",2015,0,1,9.175,19664.6666666667,12.849858247778,10.3054204752058,179573,12.0983370894732,9.88657873413321
"Lot",2016,0,1,9.1,19928,12.6390893712231,8.69793988208198,179390,12.0973174856931,9.89988105694202
"Lot",2017,0,1,8.775,20220,12.972469251609,8.46114490830145,179556,12.0982424159714,9.91442749257446
"Lot-et-Garonne",2012,0,1,9.725,18132.1428571429,13.1135037688576,13.318720190516,342903,12.7452028873191,9.80544149076028
"Lot-et-Garonne",2013,0,1,10,18618,13.4211654645549,12.0312386956884,343645,12.7473644267567,9.83188413367644
"Lot-et-Garonne",2014,0,1,9.975,18756,13.753132299618,9.75949992575052,343198,12.7460628190731,9.83926898020948
"Lot-et-Garonne",2015,0,1,10.275,18917.3333333333,14.1963369162024,11.4498601744963,343059,12.7456577230176,9.84783388834529
"Lot-et-Garonne",2016,0,1,10.125,19078.5714285714,14.3133378621177,9.34732686463381,342358,12.7436122521745,9.85632106948279
"Lot-et-Garonne",2017,0,1,9.25,19300,14.6981529397096,9.94456326120248,341270,12.7404292318225,9.86786037489298
"Lozere",2012,0,0,5.575,18336.5217391304,11.1800580552239,12.0163962376413,81100,11.3034382401035,9.81665007346886
"Lozere",2013,0,0,6.05,18788.1666666667,10.9903906947942,11.6370111061507,80712,11.2986425420882,9.84098251801805
"Lozere",2014,0,0,5.925,19110,11.5938684118428,9.65111869352684,80423,11.2950554839087,9.85796703723432
"Lozere",2015,0,0,6.375,19346.1538461538,11.5292794317681,10.6643552576549,80176,11.2919794971995,9.87024891106039
"Lozere",2016,0,0,6.25,19570,11.499695049676,9.49004270421654,80141,11.2915428622755,9.88175306039012
"Lozere",2017,0,0,5.875,19770,11.375768888756,8.83224594863839,80240,11.2927774226358,9.89192091616466
"Maine-et-Loire",2012,0,1,8.6,19016.6666666667,10.4405685243747,12.2927211134606,819366,13.6162861494581,9.85307106662211
"Maine-et-Loire",2013,0,1,9.225,19479.5535714286,10.6567580444923,13.0808622539844,823546,13.6213746861776,9.87712065965613
"Maine-et-Loire",2014,0,1,9.3,19687.2,10.7510368201929,10.0893796061032,829156,13.6281635949424,9.88772395735665
"Maine-et-Loire",2015,0,1,9.525,19941.2,11.0431434650064,10.5928029046882,833080,13.632884954953,9.90054322224668
"Maine-et-Loire",2016,0,1,9.25,20123.3333333333,11.1155529220406,10.2536628180289,833602,13.6335113492106,9.90963528312236
"Maine-et-Loire",2017,0,1,8.475,20440,11.4222032798702,9.87016006640873,833154,13.6329737780115,9.92524904431764
"Manche",2012,0,0,8.1,18668.6666666667,10.7213120439904,11.7171687162616,517998,13.1577266602303,9.83460181816694
"Manche",2013,0,0,8.475,19249.0476190476,10.7732908528554,11.8306092221431,518364,13.1584329771644,9.86521686415685
"Manche",2014,0,0,8.425,19548.0952380952,10.92672168229,10.0794812944086,518322,13.1583519497366,9.88063313039042
"Manche",2015,0,0,8.45,19758.0952380952,11.1464305641047,9.57777927637776,517500,13.1567648041217,9.89131857182234
"Manche",2016,0,0,8.075,20003.0769230769,11.4166081903786,9.88670809778123,516010,13.1538814241209,9.90364138685687
"Manche",2017,0,0,7.275,20300,11.8436984801251,8.80888829829644,512923,13.1478810154213,9.91837616502988
"Marne",2012,0,0,9.125,19746.6666666667,13.7874605658554,14.3752267078196,582786,13.2755753310517,9.89073997971363
"Marne",2013,0,0,9.95,20153.0769230769,13.781664039961,14.9956950690892,583691,13.2771270121934,9.91111225661435
"Marne",2014,0,0,9.9,20314.2857142857,14.1074933610602,11.7936422578957,584297,13.2781646941806,9.91907964729596
"Marne",2015,0,0,9.875,20549.0476190476,14.4087542002252,12.0623418045804,585622,13.2804298092296,9.93056987427855
"Marne",2016,0,0,9.45,20780,14.6585799175377,10.7147483798124,584108,13.2778411762195,9.94174626465322
"Marne",2017,0,0,8.75,21020,15.073163809158,10.215585451644,580671,13.2719396103852,9.95322964443094
"Mayenne",2012,0,0,6.375,18789,8.74001605216677,11.9690551612675,318159,12.670306536804,9.84102687119352
"Mayenne",2013,0,0,6.825,19295,8.93192766706942,12.3547558671096,318095,12.6701053592861,9.86760127397172
"Mayenne",2014,0,0,6.75,19530.6666666667,9.247545816424,9.96831007040069,317716,12.6689131809662,9.87974115880613
"Mayenne",2015,0,0,7.025,19686.6666666667,9.57716552268694,9.90084020200982,318079,12.6700550585822,9.8876968666298
"Mayenne",2016,0,0,6.75,19873.5714285714,9.71253691928754,9.96298351844202,317742,12.6689950117088,9.89714605913147
"Mayenne",2017,0,0,6.125,20170,10.1090307275139,9.14304059188277,316750,12.6658680981834,9.91195163094826
"Meurthe-et-Moselle",2012,1,0,9.525,19619.4444444444,14.823985771487,13.3647660383101,747707,13.5247664689878,9.8842764169409
"Meurthe-et-Moselle",2013,1,0,10.1,20206,15.0098969680392,14.4126433253399,745398,13.5216735829005,9.91373486898768
"Meurthe-et-Moselle",2014,1,0,9.95,20397.7777777778,15.3043620564859,11.6004958167547,746687,13.5234013669352,9.92318124143686
"Meurthe-et-Moselle",2015,1,0,10.125,20502.380952381,15.5656990490458,11.7798729516199,748528,13.5258638902918,9.92829630240089
"Meurthe-et-Moselle",2016,1,0,9.875,20696.8,15.8476631148417,10.8189494875071,747614,13.52464208098,9.93773437793131
"Meurthe-et-Moselle",2017,1,0,9.275,20990,15.9964460128042,10.1988069429684,745300,13.5215421008698,9.95180141281468
"Meuse",2012,0,1,10.225,18608,12.1812172825042,12.8774765374389,199315,12.2026417667907,9.83134687475845
"Meuse",2013,0,1,10.575,19150.6666666667,12.5046482464371,14.2289233630342,198334,12.1977077571985,9.86009280688361
"Meuse",2014,0,1,10.25,19342.5,12.7584059180113,10.9989572478783,197763,12.1948246230393,9.87006002642361
"Meuse",2015,0,1,10.2,19453.3333333333,13.2266167914579,11.0477059497823,196681,12.189338405914,9.87577371396861
"Meuse",2016,0,1,9.825,19635.7142857143,13.9514037683979,9.90870698549949,195047,12.1809958341449,9.88510534453808
"Meuse",2017,0,1,9.075,19890,14.6164862646562,9.5383993828508,192588,12.1683084711092,9.89797237184802
"Morbihan",2012,0,0,8.475,19609.3333333333,11.7572256966942,11.7104340497823,756098,13.5359262763901,9.88376092235209
"Morbihan",2013,0,0,9.25,20117.9166666667,11.83718127728,11.8297908351955,761433,13.5429574632049,9.90936607345818
"Morbihan",2014,0,0,9.325,20302.2222222222,12.1000086379024,10.3066255608431,764338,13.5467653786919,9.91848562811356
"Morbihan",2015,0,0,9.45,20359.4444444444,12.1808976973038,9.66322089550271,767610,13.5510370706494,9.92130018367353
"Morbihan",2016,0,0,9.125,20607.3333333333,12.3892467265175,9.56095998086285,769772,13.5538496460863,9.93340227848433
"Morbihan",2017,0,0,8.4,20940,12.5636381249197,9.23644057866409,771911,13.556624537387,9.94941648442453
"Moselle",2012,1,0,9.8,19494.2857142857,13.8595684346488,13.3160140523989,1068417,13.8816886717349,9.8778766613141
"Moselle",2013,1,0,10.675,20149.3333333333,14.1064566476427,13.9074931732154,1068119,13.8814097155161,9.91092648163312
"Moselle",2014,1,0,10.625,20403,14.1990425030306,11.7292181663617,1065894,13.8793244416155,9.92343722784375
"Moselle",2015,1,0,10.525,20498,14.3876576589193,11.68497464262,1064593,13.8781031244597,9.92808259939151
"Moselle",2016,1,0,10.05,20753.3333333333,14.7277886118427,10.6349421098326,1064905,13.878396151269,9.94046215532749
"Moselle",2017,1,0,9.5,21050,15.0249655158978,10.1702874961407,1062217,13.8758687913613,9.95465583911053
"Nievre",2012,0,1,9.55,18413.3333333333,12.5458525666059,11.1386171443594,224349,12.320958154073,9.82083031885512
"Nievre",2013,0,1,9.75,18971,12.7333804094484,12.1890278262398,222688,12.3135269676446,9.85066677635255
"Nievre",2014,0,1,9.475,19181.2,12.9625663570525,8.87703813149734,221048,12.3061351514867,9.86168591165236
"Nievre",2015,0,1,9.575,19358.6666666667,13.3413005931143,10.1798210195485,219019,12.2969137630262,9.87089548793547
"Nievre",2016,0,1,9.175,19542,13.5910333285892,8.99908054887744,216182,12.283875924477,9.88032127450429
"Nievre",2017,0,1,8.25,19810,13.7495588817505,8.34256468582668,212742,12.2678354429084,9.8939421396926
"Nord",2012,1,0,12.8,18050.6666666667,16.3872617649932,14.870942046897,2627956,14.7817169156763,9.80093789752034
"Nord",2013,1,0,13.325,18574.6666666667,16.7416700583238,16.1619472722371,2635494,14.784581198667,9.82955392415801
"Nord",2014,1,0,13,18740,16.8732180245263,12.8653117233304,2640622,14.7865250534324,9.83841555579241
"Nord",2015,1,0,13.05,18920,17.1536868872554,12.2714226804438,2641081,14.7866988610096,9.84797484260587
"Nord",2016,1,0,12.625,19202.6666666667,17.4068549049145,11.5658472964018,2639070,14.7859371403326,9.86280443726059
"Nord",2017,1,0,12.2,19490,17.6438176067421,11.1051496876625,2635255,14.7844905094688,9.87765679250161
"Oise",2012,0,0,9.675,20216.1111111111,13.681678921581,15.0358640644115,830778,13.6301178901328,9.91423514524956
"Oise",2013,0,0,10.325,20632.6666666667,13.8704423221308,15.955694121891,835918,13.6362858011317,9.93463085930489
"Oise",2014,0,0,10.125,20804.6666666667,14.2105010304149,12.4462381874974,838646,13.6395439655414,9.94293259949906
"Oise",2015,0,0,10.225,20956.25,14.478611827324,12.6456625970958,841252,13.6426465373528,9.95019221021454
"Oise",2016,0,0,10.025,21210.4,14.8440930381977,11.8569412105979,842804,13.6444897069854,9.96224690640966
"Oise",2017,0,0,9.475,21500,15.1353817318093,10.9708373362649,841948,13.6434735335977,9.97580821411575
"Orne",2012,0,0,9.05,18197.8260869565,11.3429708134592,12.4286286075189,299461,12.6097394710303,9.80905742015905
"Orne",2013,0,0,9.425,18684,11.6971243412413,13.0680629704525,298248,12.6056806341539,9.835422821622
"Orne",2014,0,0,9.4,18864,11.8159982461577,10.0946771713051,297109,12.6018543538226,9.84501062277715
"Orne",2015,0,0,9.575,19060,12.2010160773505,10.3710512231992,295936,12.5978984937119,9.85534717720819
"Orne",2016,0,0,9.35,19264.6666666667,12.4302950111105,10.3007604110203,294421,12.5927659948146,9.86602795437575
"Orne",2017,0,0,8.7,19530,12.5805841344354,9.11890341670689,291557,12.5829908059659,9.87970702387072
"Paris",2012,1,1,7.975,25711,18.5090584002383,18.3449611811675,2265886,14.6334764103902,10.154674194875
"Paris",2013,1,1,8.225,25981.3333333333,18.4458547307875,20.2767441623895,2254262,14.6283332046262,10.1651336104371
"Paris",2014,1,1,8.225,26194.6666666667,18.5059008070187,15.1348837105803,2243739,14.6236542286997,10.1733111066866
"Paris",2015,1,1,8.125,26430.9,18.5782548233924,16.0248062222503,2228409,14.6167984358929,10.182289059232
"Paris",2016,1,1,7.8,26808,18.7432228063068,14.8488371871239,2210875,14.6088989227371,10.1964556294171
"Paris",2017,1,1,7.325,27400,18.825739181739,14.4023255710454,2204773,14.6061351137178,10.2182982923762
"Pas-de-Calais",2012,0,0,12.95,17155.3333333333,14.625204873653,14.1592356694647,1490820,14.214836862113,9.75006438578482
"Pas-de-Calais",2013,0,0,13.525,17706.1904761905,14.9775532220598,16.0879570782592,1491735,14.2154504300296,9.78166960183314
"Pas-de-Calais",2014,0,0,13.175,17894,15.2389451199408,12.716501533718,1497668,14.2194197896576,9.79222074010754
"Pas-de-Calais",2015,0,0,13.125,18099.2857142857,15.5907556143731,11.573531500206,1496824,14.2188560880198,9.80362775317609
"Pas-de-Calais",2016,0,0,12.5,18370,15.8662456959628,10.7974640230267,1494330,14.2171885038179,9.81847417820917
"Pas-de-Calais",2017,0,0,11.625,18610,16.1476400580231,10.4952347188042,1489983,14.2142752684606,9.8314543496363
"Puy-de-Dome",2012,1,1,8.375,20015.2380952381,12.874788608193,11.7669721778827,655498,13.3931505310752,9.90424916719594
"Puy-de-Dome",2013,1,1,8.7,20490.5555555556,13.1492956502323,12.3159154579766,658489,13.3977030953942,9.92771935436248
"Puy-de-Dome",2014,1,1,8.65,20687.2222222222,13.4719829808057,9.3297174954327,661248,13.4018842375754,9.93727150470467
"Puy-de-Dome",2015,1,1,8.95,20812.8571428571,13.7386680269873,10.3463122810247,664386,13.4066185848557,9.94332620659273
"Puy-de-Dome",2016,1,1,8.75,21005.5,13.80865692177,9.48508733969864,667365,13.4110924016108,9.9525395871764
"Puy-de-Dome",2017,1,1,8.175,21330,14.1689650690314,8.81879449348293,668301,13.412493949832,9.9678698114654
"Pyrenees-Atlantiques",2012,0,1,8.175,20147.2,14.3922221375126,12.5666666717672,682631,13.4337097290148,9.91082059990292
"Pyrenees-Atlantiques",2013,0,1,8.525,20510,14.6704396768012,11.4730236917881,685564,13.4379971361356,9.92866785106643
"Pyrenees-Atlantiques",2014,0,1,8.6,20696,14.8506266421741,9.90450387730331,688451,13.4421994254098,9.93769572386586
"Pyrenees-Atlantiques",2015,0,1,8.65,20788,15.2614937249741,11.4313159743973,690788,13.4455882539399,9.94213117612833
"Pyrenees-Atlantiques",2016,0,1,8.375,20978,15.5796908160471,8.86169364221382,694279,13.4506291759927,9.95122954852155
"Pyrenees-Atlantiques",2017,0,1,7.85,21250,15.8095201005621,9.71904761870087,695965,13.4530546506958,9.96411217435256
"Pyrenees-Orientales",2012,0,0,13.725,17522,17.7286182917969,11.7870101324003,466712,13.0534676440565,9.77121251322631
"Pyrenees-Orientales",2013,0,0,14.6,17906.6666666667,18.2488384125666,10.2235138761688,471573,13.063829194098,9.79292836196907
"Pyrenees-Orientales",2014,0,0,14.875,17999.4444444444,18.823897196038,9.3169748963684,474842,13.0707373961037,9.79809617220446
"Pyrenees-Orientales",2015,0,0,15.275,18388,18.8906148138615,10.690995161568,479421,13.080334404779,9.81945355692612
"Pyrenees-Orientales",2016,0,0,15.125,18608.125,19.0377026319973,9.16321004691601,482567,13.0868750502246,9.83135359227673
"Pyrenees-Orientales",2017,0,0,14.3,18880,19.4430229656569,9.63033905558416,482368,13.0864625872031,9.84585843969949
"Rhone",2012,0,1,8.8,20953.3333333333,14.9271302971774,14.5782078437562,1795663,14.4008848710396,9.95005302168345
"Rhone",2013,0,1,9.2,21267.1428571429,15.2655234035162,15.3534199433008,1812196,14.4100499275058,9.96491857181579
"Rhone",2014,0,1,9.175,21457,15.550991344147,11.709225876081,1833002,14.4214656179287,9.97380621144508
"Rhone",2015,0,1,9.25,21746.1904761905,15.7226676442343,13.2661187714509,1852002,14.4317777741013,9.98719387065621
"Rhone",2016,0,1,8.9,22025.2380952381,15.9501313556879,11.909411448057,1864962,14.4387512355174,9.99994426097242
"Rhone",2017,0,1,8.325,22410,16.1951478319396,11.0510604429599,1869599,14.4412345273329,10.017262566795
"Saone-et-Loire",2012,0,1,8.95,18811.3333333333,11.280515835587,12.101215179766,574111,13.2605780363972,9.84221480406431
"Saone-et-Loire",2013,0,1,9.275,19363.4782608696,11.3181530074058,13.083461764678,575097,13.2622940012042,9.87114400692824
"Saone-et-Loire",2014,0,1,9.15,19588.8888888889,11.5890744328883,9.71655799706117,574229,13.2607835504443,9.88271779104974
