"Department","Year","Metropole","Main river","Unemployment rate","Median income","Share single parents","PM2.5 concentration","Population","Log population","Log median income"
"Finistere",2015,1,0,9.175,20481,13.0853305640539,9.8750760925973,936478,13.7498813088658,9.92725290608639
"Finistere",2016,1,0,8.925,20701.3333333333,13.3884317342776,9.64223791768283,936432,13.7498321874452,9.93795338941741
"Finistere",2017,1,0,8.175,21030,13.590717789835,9.72183124159513,933992,13.7472231518638,9.95370526869675
"Gard",2012,0,1,12.675,18020,15.7318404324923,13.9374848364048,742441,13.5176986852223,9.79923753116233
"Gard",2013,0,1,13.6,18419.5238095238,15.7444124947798,13.1444629870572,750025,13.5278618182903,9.82116645765775
"Gard",2014,0,1,13.825,18602.8,16.0716777436086,11.5483464879318,752382,13.5309994526779,9.83106738600605
"Gard",2015,0,1,14,18945.6571428571,16.0754177837181,12.5439168738509,754170,13.5333730857678,9.84933000972667
"Gard",2016,0,1,13.475,19157.2222222222,16.3487151794785,10.7539745130875,757564,13.5378633012456,9.86043506305118
"Gard",2017,0,1,12.675,19490,16.6775916521083,10.4302639616925,757764,13.5381272705,9.87765679250161
"Gers",2012,0,1,7.325,19066.8421052632,12.4380515815814,12.9976088831712,196930,12.1906036146262,9.85570608998244
"Gers",2013,0,1,7.95,19487.3333333333,12.6787929963721,11.6227013893084,197598,12.1939899427872,9.87751996083854
"Gers",2014,0,1,7.95,19501.3043478261,12.4428701099689,9.61349274458588,197988,12.1959617017794,9.87823663194693
"Gers",2015,0,1,8.275,19687.3333333333,12.6933202346286,10.9371619700978,198213,12.1970974890399,9.88773072992369
"Gers",2016,0,1,8,19876.9230769231,12.9514890052482,8.74497582693233,197851,12.1952695011349,9.89731469342905
"Gers",2017,0,1,7.175,20130,13.7769571479729,9.57978935347573,197953,12.1957849077617,9.90996651863384
"Gironde",2012,1,1,9.525,20388,14.696445705861,12.9234591952995,1514870,14.230840184663,9.92270177145993
"Gironde",2013,1,1,9.875,20800.5,14.9468639022153,12.2841009170856,1536448,14.24498381683,9.94273230386203
"Gironde",2014,1,1,9.975,20979.3333333333,15.280009325034,9.77311208742253,1556663,14.2580549855138,9.95129310515053
"Gironde",2015,1,1,10.2,21072.7777777778,15.5723457100945,11.8299695226729,1578386,14.2719133639097,9.95573733378868
"Gironde",2016,1,1,9.875,21361.2,15.6419123077492,9.89586861542108,1595903,14.2829502782025,9.96933147127139
"Gironde",2017,1,1,9.3,21710,15.9043434499962,10.6315357305218,1607545,14.2902187284813,9.98552826287234
"Haut-Rhin",2012,0,1,9.35,21482.6666666667,13.1263393005701,12.9060791794923,771668,13.5563096846946,9.97500168741013
"Haut-Rhin",2013,0,1,9.925,21803.3333333333,13.3402623018652,13.7556314814439,774976,13.560587340114,9.98981814228715
"Haut-Rhin",2014,0,1,9.85,21963.3333333333,13.6252792904815,10.8965362904771,775941,13.561831765347,9.99712967523975
"Haut-Rhin",2015,0,1,9.975,21919,13.8136870734135,11.7815033104148,777878,13.5643249785249,9.99510911958335
"Haut-Rhin",2016,0,1,9.8,22283.3333333333,13.9469216003482,10.7127945313018,777734,13.564139842385,10.011594293862
"Haut-Rhin",2017,0,1,9.025,22490,14.2673447651988,10.1054665487291,777917,13.5643751136648,10.0208260449534
"Haute-Corse",2012,0,0,9.825,17613.3333333333,18.1398103904491,12.4429961130313,173659,12.0648488852196,9.77641146996815
"Haute-Corse",2013,0,0,10.625,17993,18.6391274117728,10.8517120667469,173889,12.0661724435976,9.79773807235252
"Haute-Corse",2014,0,0,11.2,18200,18.8787183090329,11.2439494194224,175499,12.0753886238661,9.80917687306489
"Haute-Corse",2015,0,0,11.625,18530.4347826087,19.0091367968679,11.6467120680828,177438,12.086376531105,9.8271697827175
"Haute-Corse",2016,0,0,11.025,18803.3333333333,19.7465728694663,10.5850194527481,179037,12.0953477673732,9.84178943806591
"Haute-Corse",2017,0,0,10.1,19260,19.9102728626435,10.5419649806004,180465,12.1032921321357,9.86578568535212
"Haute-Garonne",2012,0,1,9.65,21474.6666666667,15.0809183151382,12.9347782992898,1306125,14.0825752963364,9.97462922480727
"Haute-Garonne",2013,0,1,10.225,21791.5384615385,15.2345321174829,11.5023657776746,1325392,14.0972188227044,9.98927702946369
"Haute-Garonne",2014,0,1,10.425,21974.5,15.4401580049986,10.0004674875292,1344579,14.1115915108674,9.99763796916597
"Haute-Garonne",2015,0,1,10.55,21989,15.6745289399066,11.3974075709174,1361286,14.1239403991606,9.99829760729877
"Haute-Garonne",2016,0,1,10.05,22223.3333333333,16.0294172252628,9.43259669039232,1373626,14.1329645167497,10.008898066944
"Haute-Garonne",2017,0,1,9.125,22510,16.2855830782739,9.75907353284863,1385122,14.1412987803668,10.0217149339008
"Haute-Loire",2012,0,1,7.9,18855.5,11.394033608448,12.1661772412075,233488,12.3608859629075,9.8445599275058
"Haute-Loire",2013,0,1,8.475,19208.3333333333,11.4982849986864,12.3735011365317,233918,12.3627259055754,9.86309949163084
"Haute-Loire",2014,0,1,8.4,19452.7777777778,11.4703034116874,9.7932529266096,234078,12.36340967213,9.8757451551875
"Haute-Loire",2015,0,1,8.45,19604,11.6383277023883,10.701101207083,234555,12.3654453809457,9.88348890602944
"Haute-Loire",2016,0,1,8.275,19828.0952380952,11.9263698360098,9.73585038117607,234613,12.365692627136,9.89485516234132
"Haute-Loire",2017,0,1,7.475,20140,11.8861951538625,8.92429645593674,234190,12.3638880306859,9.91046316627255
"Haute-Marne",2012,0,1,9.075,18180.6666666667,12.3474493225799,12.3596930066571,188859,12.1487559838756,9.80811403739283
"Haute-Marne",2013,0,1,9.7,18717.9411764706,12.4155597809118,13.590022495977,188083,12.144638633746,9.83723776409396
"Haute-Marne",2014,0,1,9.5,18887.0833333333,12.2950779445567,9.99716818444672,186698,12.1372476170996,9.84623354589204
"Haute-Marne",2015,0,1,9.675,19091.3333333333,12.579138322576,10.6154955645252,184987,12.1280408313211,9.85698975887655
"Haute-Marne",2016,0,1,9.225,19342.5,12.9078741164555,9.5698557671091,183720,12.1211681384397,9.87006002642361
