"Wk","Day","Date","Time","Home","xG","Score","xG.1","Away","Attendance","Venue","Referee","Match.Report","Notes"
27,"Sat","2021-02-27","13:00","Bordeaux",0.7,"1-2",1.7,"Metz",NA,"Stade Matmut-Atlantique","Aurélien Petit","Match Report",NA
27,"Sat","2021-02-27","17:00","Dijon",0.3,"0-4",1.9,"Paris S-G",NA,"Stade Gaston Gérard","Mikael Lesage","Match Report",NA
27,"Sun","2021-02-28","13:00","Monaco",2.3,"2-0",0.4,"Brest",NA,"Stade Louis II.","Jérémie Pignard","Match Report",NA
27,"Sun","2021-02-28","15:00","Angers",1.6,"2-2",1.6,"Lens",NA,"Stade Raymond Kopa","Bastien Dechepy","Match Report",NA
27,"Sun","2021-02-28","15:00","Lorient",0.7,"2-1",0.9,"Saint-Étienne",NA,"Stade Yves Allainmat - Le Moustoir","Stéphanie Frappart","Match Report",NA
27,"Sun","2021-02-28","15:00","Reims",0.6,"0-0",0.5,"Montpellier",NA,"Stade Auguste-Delaune II","François Letexier","Match Report",NA
27,"Sun","2021-02-28","15:00","Nîmes",0.9,"1-1",0.8,"Nantes",NA,"Stade des Costières","Florent Batta","Match Report",NA
27,"Sun","2021-02-28","17:00","Lille",0.8,"1-1",1,"Strasbourg",NA,"Stade Pierre-Mauroy","Jérôme Brisard","Match Report",NA
27,"Sun","2021-02-28","21:00","Marseille",1.7,"1-1",0.5,"Lyon",NA,"Orange Vélodrome","Benoît Millot","Match Report",NA
28,"Wed","2021-03-03","19:00","Saint-Étienne",1.8,"2-3",2.3,"Lens",NA,"Stade Geoffroy-Guichard","Amaury Delerue","Match Report",NA
28,"Wed","2021-03-03","19:00","Brest",1.1,"3-1",0.5,"Dijon",NA,"Stade Francis-Le Blé","Jeremy Stinat","Match Report",NA
28,"Wed","2021-03-03","19:00","Metz",0.8,"0-1",1.1,"Angers",NA,"Stade Saint-Symphorien","Johan Hamel","Match Report",NA
28,"Wed","2021-03-03","19:00","Lyon",2.2,"1-0",0.8,"Rennes",NA,"Groupama Stadium","Ruddy Buquet","Match Report",NA
28,"Wed","2021-03-03","19:00","Nice",1.6,"2-1",1.8,"Nîmes",NA,"Stade de Nice","Hakim Ben El Hadj Salem","Match Report",NA
28,"Wed","2021-03-03","21:00","Strasbourg",1,"1-0",0.7,"Monaco",NA,"Stade de la Meinau","Eric Wattellier","Match Report",NA
28,"Wed","2021-03-03","21:00","Nantes",1.3,"1-2",0.6,"Reims",NA,"Stade de la Beaujoire - Louis Fonteneau","Willy Delajod","Match Report",NA
28,"Wed","2021-03-03","21:00","Lille",2.1,"2-0",0.1,"Marseille",NA,"Stade Pierre-Mauroy","Clément Turpin","Match Report",NA
28,"Wed","2021-03-03","21:00","Bordeaux",0.6,"0-1",0.9,"Paris S-G",NA,"Stade Matmut-Atlantique","Franck Schneider","Match Report",NA
28,"Wed","2021-03-03","21:00","Montpellier",1.1,"1-1",1.8,"Lorient",NA,"Stade de la Mosson","Benoît Bastien","Match Report",NA
22,"Wed","2021-03-10","19:00","Marseille",0.8,"1-0",0.5,"Rennes",NA,"Orange Vélodrome","Jérémie Pignard","Match Report",NA
29,"Fri","2021-03-12","21:00","Reims",0.8,"1-1",1.8,"Lyon",NA,"Stade Auguste-Delaune II","Jérôme Brisard","Match Report",NA
29,"Sat","2021-03-13","13:00","Angers",0.3,"0-1",0.7,"Saint-Étienne",NA,"Stade Raymond Kopa","Benoît Millot","Match Report",NA
29,"Sat","2021-03-13","17:00","Marseille",1.5,"3-1",0.3,"Brest",NA,"Orange Vélodrome","Jérôme Miguelgorry","Match Report",NA
29,"Sun","2021-03-14","13:00","Nîmes",1.5,"1-1",0.9,"Montpellier",NA,"Stade des Costières","Eric Wattellier","Match Report",NA
29,"Sun","2021-03-14","15:00","Lens",2.2,"2-2",1.4,"Metz",NA,"Stade Bollaert-Delelis","Florent Batta","Match Report",NA
29,"Sun","2021-03-14","15:00","Lorient",2.1,"1-1",0.5,"Nice",NA,"Stade Yves Allainmat - Le Moustoir","Ruddy Buquet","Match Report",NA
29,"Sun","2021-03-14","15:00","Dijon",1.1,"1-3",1.3,"Bordeaux",NA,"Stade Gaston Gérard","Thomas Léonard","Match Report",NA
29,"Sun","2021-03-14","15:00","Rennes",1.3,"1-0",0.7,"Strasbourg",NA,"Roazhon Park","Bastien Dechepy","Match Report",NA
29,"Sun","2021-03-14","17:05","Monaco",0.6,"0-0",0.2,"Lille",NA,"Stade Louis II.","Stéphanie Frappart","Match Report",NA
29,"Sun","2021-03-14","21:00","Paris S-G",0.8,"1-2",1.3,"Nantes",NA,"Parc des Princes","Karim Abed","Match Report",NA
30,"Fri","2021-03-19","21:00","Saint-Étienne",0.5,"0-4",2.4,"Monaco",NA,"Stade Geoffroy-Guichard","Mikael Lesage","Match Report",NA
30,"Sat","2021-03-20","13:00","Metz",0.7,"1-3",2.1,"Rennes",NA,"Stade Saint-Symphorien","Willy Delajod","Match Report",NA
30,"Sat","2021-03-20","17:00","Nice",2.5,"3-0",0.4,"Marseille",NA,"Stade de Nice","François Letexier","Match Report",NA
30,"Sun","2021-03-21","13:00","Strasbourg",2,"1-2",1.8,"Lens",NA,"Stade de la Meinau","Jeremy Stinat","Match Report",NA
30,"Sun","2021-03-21","15:00","Montpellier",2.5,"3-1",1.4,"Bordeaux",NA,"Stade de la Mosson","Hakim Ben El Hadj Salem","Match Report",NA
30,"Sun","2021-03-21","15:00","Brest",0.5,"0-0",1,"Angers",NA,"Stade Francis-Le Blé","Aurélien Petit","Match Report",NA
30,"Sun","2021-03-21","15:00","Nantes",1.4,"1-1",1.4,"Lorient",NA,"Stade de la Beaujoire - Louis Fonteneau","Antony Gautier","Match Report",NA
30,"Sun","2021-03-21","15:00","Dijon",0.9,"0-1",1.1,"Reims",NA,"Stade Gaston Gérard","Benoît Bastien","Match Report",NA
30,"Sun","2021-03-21","17:05","Lille",1,"1-2",0.6,"Nîmes",NA,"Stade Pierre-Mauroy","Franck Schneider","Match Report",NA
30,"Sun","2021-03-21","21:00","Lyon",0.7,"2-4",2.1,"Paris S-G",NA,"Groupama Stadium","Clément Turpin","Match Report",NA
31,"Sat","2021-04-03","13:00","Monaco",2.8,"4-0",0.4,"Metz",NA,"Stade Louis II.","Johan Hamel","Match Report",NA
31,"Sat","2021-04-03","17:00","Paris S-G",0.9,"0-1",0.4,"Lille",NA,"Parc des Princes","Benoît Bastien","Match Report",NA
31,"Sat","2021-04-03","21:00","Lens",0.9,"1-1",2.2,"Lyon",NA,"Stade Bollaert-Delelis","Benoît Millot","Match Report",NA
31,"Sun","2021-04-04","13:00","Angers",1.3,"1-1",1.7,"Montpellier",NA,"Stade Raymond Kopa","Florent Batta","Match Report",NA
31,"Sun","2021-04-04","15:00","Reims",1.2,"2-2",1.8,"Rennes",NA,"Stade Auguste-Delaune II","Karim Abed","Match Report",NA
31,"Sun","2021-04-04","15:00","Nantes",1.4,"1-2",2.1,"Nice",NA,"Stade de la Beaujoire - Louis Fonteneau","Stéphanie Frappart","Match Report",NA
31,"Sun","2021-04-04","15:00","Lorient",1.5,"1-0",0.5,"Brest",NA,"Stade Yves Allainmat - Le Moustoir","Bastien Dechepy","Match Report",NA
31,"Sun","2021-04-04","15:00","Bordeaux",2,"2-3",2.1,"Strasbourg",NA,"Stade Matmut-Atlantique","Jérôme Brisard","Match Report",NA
31,"Sun","2021-04-04","17:05","Nîmes",1.7,"0-2",1.9,"Saint-Étienne",NA,"Stade des Costières","Thomas Léonard","Match Report",NA
31,"Sun","2021-04-04","21:00","Marseille",1.3,"2-0",0.2,"Dijon",NA,"Orange Vélodrome","Ruddy Buquet","Match Report",NA
32,"Fri","2021-04-09","21:00","Metz",1.8,"0-2",0.6,"Lille",NA,"Stade Saint-Symphorien","Clément Turpin","Match Report",NA
32,"Sat","2021-04-10","17:00","Strasbourg",0.7,"1-4",1.7,"Paris S-G",NA,"Stade de la Meinau","Jérémie Pignard","Match Report",NA
32,"Sat","2021-04-10","21:00","Montpellier",2.1,"3-3",1.7,"Marseille",NA,"Stade de la Mosson","Jérôme Brisard","Match Report",NA
32,"Sun","2021-04-11","13:00","Rennes",0.7,"1-0",0.3,"Nantes",NA,"Roazhon Park","Amaury Delerue","Match Report",NA
32,"Sun","2021-04-11","15:00","Saint-Étienne",2.9,"4-1",1.6,"Bordeaux",NA,"Stade Geoffroy-Guichard","Franck Schneider","Match Report",NA
32,"Sun","2021-04-11","15:00","Nice",0.6,"0-0",0.5,"Reims",NA,"Stade de Nice","Jeremy Stinat","Match Report",NA
32,"Sun","2021-04-11","15:00","Brest",2.3,"1-1",0.9,"Nîmes",NA,"Stade Francis-Le Blé","Willy Delajod","Match Report",NA
32,"Sun","2021-04-11","15:00","Lens",3.1,"4-1",1.4,"Lorient",NA,"Stade Bollaert-Delelis","Eric Wattellier","Match Report",NA
32,"Sun","2021-04-11","17:05","Monaco",3.4,"3-0",0.9,"Dijon",NA,"Stade Louis II.","Aurélien Petit","Match Report",NA
32,"Sun","2021-04-11","21:00","Lyon",3,"3-0",0.9,"Angers",NA,"Groupama Stadium","Mikael Lesage","Match Report",NA
33,"Fri","2021-04-16","21:00","Lille",1.2,"1-1",0.7,"Montpellier",NA,"Stade Pierre-Mauroy","Benoît Millot","Match Report",NA
33,"Sat","2021-04-17","12:45","Angers",0.9,"0-3",1.5,"Rennes",NA,"Stade Raymond Kopa","Thomas Léonard","Match Report",NA
33,"Sat","2021-04-17","17:00","Marseille",1.9,"3-2",1.8,"Lorient",NA,"Orange Vélodrome","Hakim Ben El Hadj Salem","Match Report",NA
33,"Sun","2021-04-18","13:00","Paris S-G",2.3,"3-2",1,"Saint-Étienne",NA,"Parc des Princes","Ruddy Buquet","Match Report",NA
33,"Sun","2021-04-18","15:00","Dijon",1.3,"2-0",0.9,"Nice",NA,"Stade Gaston Gérard","Johan Hamel","Match Report",NA
33,"Sun","2021-04-18","15:00","Brest",0.3,"1-1",1.3,"Lens",NA,"Stade Francis-Le Blé","Karim Abed","Match Report",NA
33,"Sun","2021-04-18","15:00","Reims",0.9,"0-0",0.4,"Metz",NA,"Stade Auguste-Delaune II","Jérôme Miguelgorry","Match Report",NA
33,"Sun","2021-04-18","15:00","Nîmes",1.4,"1-1",1.2,"Strasbourg",NA,"Stade des Costières","Antony Gautier","Match Report",NA
33,"Sun","2021-04-18","17:05","Bordeaux",1.1,"0-3",2.2,"Monaco",NA,"Stade Matmut-Atlantique","François Letexier","Match Report",NA
33,"Sun","2021-04-18","21:00","Nantes",0.9,"1-2",2.3,"Lyon",NA,"Stade de la Beaujoire - Louis Fonteneau","Benoît Bastien","Match Report",NA
34,"Fri","2021-04-23","21:00","Reims",0.8,"1-3",2.2,"Marseille",NA,"Stade Auguste-Delaune II","Eric Wattellier","Match Report",NA
34,"Sat","2021-04-24","13:00","Saint-Étienne",0.8,"1-2",1.5,"Brest",NA,"Stade Geoffroy-Guichard","Florent Batta","Match Report",NA
34,"Sat","2021-04-24","17:00","Metz",0.5,"1-3",2.7,"Paris S-G",NA,"Stade Saint-Symphorien","Willy Delajod","Match Report",NA
34,"Sun","2021-04-25","13:00","Nice",2.1,"3-1",1.4,"Montpellier",NA,"Stade de Nice","Bastien Dechepy","Match Report",NA
34,"Sun","2021-04-25","15:00","Lorient",2.9,"4-1",1,"Bordeaux",NA,"Stade Yves Allainmat - Le Moustoir","Jérémie Pignard","Match Report",NA
34,"Sun","2021-04-25","15:00","Rennes",3.5,"5-1",1.1,"Dijon",NA,"Roazhon Park","Jeremy Stinat","Match Report",NA
34,"Sun","2021-04-25","15:00","Lens",0.4,"2-1",1.4,"Nîmes",NA,"Stade Bollaert-Delelis","Aurélien Petit","Match Report",NA
34,"Sun","2021-04-25","15:00","Strasbourg",1.4,"1-2",0.8,"Nantes",NA,"Stade de la Meinau","Ruddy Buquet","Match Report",NA
34,"Sun","2021-04-25","17:05","Angers",0.1,"0-1",1.3,"Monaco",NA,"Stade Raymond Kopa","Hakim Ben El Hadj Salem","Match Report",NA
34,"Sun","2021-04-25","21:00","Lyon",0.8,"2-3",2.1,"Lille",NA,"Groupama Stadium","François Letexier","Match Report",NA
35,"Fri","2021-04-30","21:00","Marseille",0.8,"1-1",0.3,"Strasbourg",NA,"Orange Vélodrome","Stéphanie Frappart","Match Report",NA
35,"Sat","2021-05-01","17:00","Paris S-G",1.6,"2-1",1.2,"Lens",NA,"Parc des Princes","Jérôme Brisard","Match Report",NA
35,"Sat","2021-05-01","21:00","Lille",1,"2-0",0,"Nice",NA,"Stade Pierre-Mauroy","Amaury Delerue","Match Report",NA
35,"Sun","2021-05-02","13:00","Bordeaux",0.6,"1-0",0.8,"Rennes",NA,"Stade Matmut-Atlantique","Antony Gautier","Match Report",NA
35,"Sun","2021-05-02","15:00","Dijon",1,"1-5",1.7,"Metz",NA,"Stade Gaston Gérard","Franck Schneider","Match Report",NA
35,"Sun","2021-05-02","15:00","Brest",1.7,"1-4",2.2,"Nantes",NA,"Stade Francis-Le Blé","Mikael Lesage","Match Report",NA
35,"Sun","2021-05-02","15:00","Lorient",1.8,"2-0",0.8,"Angers",NA,"Stade Yves Allainmat - Le Moustoir","Willy Delajod","Match Report",NA
35,"Sun","2021-05-02","15:00","Nîmes",2.6,"2-2",1,"Reims",NA,"Stade des Costières","Benoît Millot","Match Report",NA
35,"Sun","2021-05-02","17:05","Montpellier",0.9,"1-2",3,"Saint-Étienne",NA,"Stade de la Mosson","Karim Abed","Match Report",NA
35,"Sun","2021-05-02","21:00","Monaco",2.5,"2-3",1.8,"Lyon",NA,"Stade Louis II.","Clément Turpin","Match Report",NA
36,"Fri","2021-05-07","21:00","Lens",1,"0-3",1.5,"Lille",NA,"Stade Bollaert-Delelis","Clément Turpin","Match Report",NA
36,"Sat","2021-05-08","13:00","Nantes",1.9,"3-0",1.1,"Bordeaux",NA,"Stade de la Beaujoire - Louis Fonteneau","Benoît Millot","Match Report",NA
36,"Sat","2021-05-08","17:00","Lyon",4.2,"4-1",0.6,"Lorient",NA,"Groupama Stadium","Mikael Lesage","Match Report",NA
36,"Sun","2021-05-09","13:00","Saint-Étienne",1.9,"1-0",1.6,"Marseille",NA,"Stade Geoffroy-Guichard","Johan Hamel","Match Report",NA
36,"Sun","2021-05-09","15:00","Nice",1.8,"3-2",0.7,"Brest",NA,"Stade de Nice","Thomas Léonard","Match Report",NA
36,"Sun","2021-05-09","15:00","Angers",1.7,"3-0",0.5,"Dijon",NA,"Stade Raymond Kopa","Jérôme Brisard","Match Report",NA
36,"Sun","2021-05-09","15:00","Strasbourg",1.7,"2-3",0.6,"Montpellier",NA,"Stade de la Meinau","Jérôme Miguelgorry","Match Report",NA
36,"Sun","2021-05-09","15:00","Metz",0.8,"0-3",1.6,"Nîmes",NA,"Stade Saint-Symphorien","François Letexier","Match Report",NA
36,"Sun","2021-05-09","17:05","Reims",0.3,"0-1",1.1,"Monaco",NA,"Stade Auguste-Delaune II","Antony Gautier","Match Report",NA
36,"Sun","2021-05-09","21:00","Rennes",1,"1-1",1.9,"Paris S-G",NA,"Roazhon Park","Ruddy Buquet","Match Report",NA
37,"Sun","2021-05-16","21:00","Dijon",0.9,"0-4",2.3,"Nantes",NA,"Stade Gaston Gérard","Karim Abed","Match Report",NA
37,"Sun","2021-05-16","21:00","Paris S-G",4.6,"4-0",0.1,"Reims",NA,"Parc des Princes","Clément Turpin","Match Report",NA
37,"Sun","2021-05-16","21:00","Nîmes",1.1,"2-5",2.7,"Lyon",NA,"Stade des Costières","Ruddy Buquet","Match Report",NA
37,"Sun","2021-05-16","21:00","Lille",0.9,"0-0",0.4,"Saint-Étienne",NA,"Stade Pierre-Mauroy","Jérôme Brisard","Match Report",NA
37,"Sun","2021-05-16","21:00","Bordeaux",2.3,"3-0",1.1,"Lens",NA,"Stade Matmut-Atlantique","Eric Wattellier","Match Report",NA
37,"Sun","2021-05-16","21:00","Montpellier",0.3,"0-0",1.6,"Brest",NA,"Stade de la Mosson","Aurélien Petit","Match Report",NA
37,"Sun","2021-05-16","21:00","Monaco",1,"2-1",0.5,"Rennes",NA,"Stade Louis II.","Benoît Bastien","Match Report",NA
37,"Sun","2021-05-16","21:00","Nice",0.4,"0-2",1.8,"Strasbourg",NA,"Stade de Nice","Mikael Lesage","Match Report",NA
37,"Sun","2021-05-16","21:00","Lorient",1.1,"2-1",0.1,"Metz",NA,"Stade Yves Allainmat - Le Moustoir","Florent Batta","Match Report",NA
37,"Sun","2021-05-16","21:00","Marseille",2.7,"3-2",1.3,"Angers",NA,"Orange Vélodrome","Franck Schneider","Match Report",NA
38,"Sun","2021-05-23","21:00","Nantes",1.3,"1-2",1,"Montpellier",NA,"Stade de la Beaujoire - Louis Fonteneau","Ruddy Buquet","Match Report",NA
38,"Sun","2021-05-23","21:00","Metz",1.1,"1-1",1.2,"Marseille",NA,"Stade Saint-Symphorien","Hakim Ben El Hadj Salem","Match Report",NA
38,"Sun","2021-05-23","21:00","Brest",0.9,"0-2",2.6,"Paris S-G",NA,"Stade Francis-Le Blé","Mikael Lesage","Match Report",NA
38,"Sun","2021-05-23","21:00","Lens",0.5,"0-0",1.8,"Monaco",NA,"Stade Bollaert-Delelis","Jérémie Pignard","Match Report",NA
38,"Sun","2021-05-23","21:00","Reims",0.8,"1-2",1.2,"Bordeaux",NA,"Stade Auguste-Delaune II","Jérôme Brisard","Match Report",NA
38,"Sun","2021-05-23","21:00","Lyon",1.9,"2-3",1.6,"Nice",NA,"Groupama Stadium","Benoît Millot","Match Report",NA
38,"Sun","2021-05-23","21:00","Saint-Étienne",1.7,"0-1",1.4,"Dijon",NA,"Stade Geoffroy-Guichard","Antony Gautier","Match Report",NA
38,"Sun","2021-05-23","21:00","Rennes",1,"2-0",1.1,"Nîmes",NA,"Roazhon Park","Willy Delajod","Match Report",NA
38,"Sun","2021-05-23","21:00","Strasbourg",0.3,"1-1",0.6,"Lorient",NA,"Stade de la Meinau","Stéphanie Frappart","Match Report",NA
38,"Sun","2021-05-23","21:00","Angers",0.9,"1-2",1.3,"Lille",NA,"Stade Raymond Kopa","Benoît Bastien","Match Report",NA
