"INSEE_COM","CITY","MED16"
78442,"Neauphle-le-Château",29.2726666666667
78443,"Neauphle-le-Vieux",30.8280952380952
78444,"Neauphlette",26.7525
78451,"Nézel",25.0676923076923
78455,"Noisy-le-Roi",35.4546666666667
78460,"Oinville-sur-Montcient",28.2713333333333
78464,"Orcemont",27.5066666666667
78465,"Orgerus",27.4144444444444
78466,"Orgeval",35.107619047619
78470,"Orphin",28.8724
78472,"Orsonville",23.5680952380952
78474,"Orvilliers",24.5892307692308
78475,"Osmoy",29.7633333333333
78478,"Paray-Douaville",26.0652380952381
78481,"Le Pecq",28.1925
78484,"Perdreauville",26.3642857142857
78486,"Le Perray-en-Yvelines",26.726
78490,"Plaisir",23.4765
78497,"Poigny-la-Forêt",32.936
78498,"Poissy",22.1844444444444
78499,"Ponthévrard",28.876
78501,"Porcheville",22.9236
78502,"Le Port-Marly",25.389
78505,"Prunay-le-Temple",25.2986666666667
78506,"Prunay-en-Yvelines",27.835
78513,"La Queue-les-Yvelines",27.7155555555556
78516,"Raizeux",28.8842857142857
78517,"Rambouillet",25.6273333333333
78518,"Rennemoulin",36.0810714285714
78520,"Richebourg",28.5408
78522,"Rochefort-en-Yvelines",33.2875
78528,"Rolleboise",21.6414285714286
78530,"Rosay",25.2246666666667
78531,"Rosny-sur-Seine",21.4553333333333
78536,"Sailly",25.3775
78537,"Saint-Arnoult-en-Yvelines",27.4747619047619
78545,"Saint-Cyr-l'École",23.8775
78548,"Saint-Forget",35.3348
78550,"Saint-Germain-de-la-Grange",32.642
78551,"Saint-Germain-en-Laye",30.5665
78557,"Saint-Hilarion",26.82
78558,"Saint-Illiers-la-Ville",24.1607692307692
78559,"Saint-Illiers-le-Bois",25.4082142857143
78561,"Saint-Lambert",36.3114705882353
78562,"Saint-Léger-en-Yvelines",28.2511111111111
78564,"Saint-Martin-de-Bréthencourt",26.9330769230769
78565,"Saint-Martin-des-Champs",29.3115
78567,"Saint-Martin-la-Garenne",26.0906666666667
78569,"Sainte-Mesme",27.88
78571,"Saint-Nom-la-Bretèche",42.008
78575,"Saint-Rémy-lès-Chevreuse",32.875
78576,"Saint-Rémy-l'Honoré",31.387
78586,"Sartrouville",22.752
78588,"Saulx-Marchais",27.6021739130435
78590,"Senlisse",30.7393333333333
78591,"Septeuil",25.7408
78597,"Soindres",27.4594444444444
78601,"Sonchamp",27.5013793103448
78605,"Tacoignières",27.8752
78606,"Le Tartre-Gaudran",NA
78608,"Le Tertre-Saint-Denis",NA
78609,"Tessancourt-sur-Aubette",27.4257142857143
78615,"Thiverval-Grignon",27.544
78616,"Thoiry",27.2316
78618,"Tilly",26.2653333333333
78620,"Toussus-le-Noble",32.8164
78621,"Trappes",16.546
78623,"Le Tremblay-sur-Mauldre",27.8979487179487
78624,"Triel-sur-Seine",26.825
78638,"Vaux-sur-Seine",26.6720833333333
78640,"Vélizy-Villacoublay",26.5395238095238
78642,"Verneuil-sur-Seine",26.233
78643,"Vernouillet",26.4409523809524
78644,"La Verrière",17.5093333333333
78646,"Versailles",30.7125
78647,"Vert",27.8415
78650,"Le Vésinet",39.2647619047619
78653,"Vicq",32.7748387096774
78655,"Vieille-Église-en-Yvelines",32.8272222222222
78668,"La Villeneuve-en-Chevrie",25.9347619047619
78672,"Villennes-sur-Seine",35.96
78674,"Villepreux",26.7009523809524
78677,"Villette",26.428
78681,"Villiers-le-Mahieu",27.802
78683,"Villiers-Saint-Frédéric",30.786
78686,"Viroflay",33.25375
78688,"Voisins-le-Bretonneux",33.3326666666667
91001,"Abbéville-la-Rivière",24.4190476190476
91016,"Angerville",20.424347826087
91017,"Angervilliers",27.222
91021,"Arpajon",20.4006666666667
91022,"Arrancourt",23.3717272727273
91027,"Athis-Mons",20.8353333333333
91035,"Authon-la-Plaine",23.1772222222222
91037,"Auvernaux",26.2853333333333
91038,"Auvers-Saint-Georges",27.86375
91041,"Avrainville",27.0992
91044,"Ballainvilliers",26.9438888888889
91045,"Ballancourt-sur-Essonne",23.99
91047,"Baulne",25.268
91064,"Bièvres",32.0783333333333
91067,"Blandy",21.5496
91069,"Boigneville",22.828
91075,"Bois-Herpin",NA
91079,"Boissy-la-Rivière",27.99
91080,"Boissy-le-Cutté",24.3190476190476
91081,"Boissy-le-Sec",25.3738095238095
91085,"Boissy-sous-Saint-Yon",25.522
91086,"Bondoufle",25.445
91093,"Boullay-les-Troux",34.924347826087
91095,"Bouray-sur-Juine",26.4573333333333
91097,"Boussy-Saint-Antoine",22.5422222222222
91098,"Boutervilliers",25.7838095238095
91099,"Boutigny-sur-Essonne",25.4828571428571
91100,"Bouville",25.6861666666667
91103,"Brétigny-sur-Orge",22.0495
91105,"Breuillet",24.9333333333333
91106,"Breux-Jouy",26.16
91109,"Brières-les-Scellés",24.5335714285714
91111,"Briis-sous-Forges",28.0842857142857
91112,"Brouy",25.8366666666667
91114,"Brunoy",24.9557692307692
91115,"Bruyères-le-Châtel",26.6911111111111
91121,"Buno-Bonnevaux",24.052380952381
91122,"Bures-sur-Yvette",31.7688888888889
91129,"Cerny",25.5773333333333
91130,"Chalo-Saint-Mars",25.7231034482759
91131,"Chalou-Moulineux",24.762380952381
91132,"Chamarande",25.673
91135,"Champcueil",25.5666666666667
91136,"Champlan",23.4591794871795
91137,"Champmotteux",24.1409523809524
91145,"Chatignonville",NA
91148,"Chauffour-lès-Étréchy",30.5531428571429
91156,"Cheptainville",27.22
91159,"Chevannes",25.8073333333333
91161,"Chilly-Mazarin",21.7126666666667
91174,"Corbeil-Essonnes",17.0553846153846
91175,"Corbreuse",24.7382608695652
91179,"Le Coudray-Montceaux",24.3535714285714
91180,"Courances",30.804
91184,"Courdimanche-sur-Essonne",25.8945
91186,"Courson-Monteloup",29.3544
91191,"Crosne",23.814
91195,"Dannemois",26.258
91198,"D'Huison-Longueville",26.387
91200,"Dourdan",21.457
91201,"Draveil",23.9151666666667
91204,"Écharcon",27.8708333333333
91207,"Égly",21.4624
91215,"Épinay-sous-Sénart",17.1728571428571
91216,"Épinay-sur-Orge",26.763
91223,"Étampes",18.5566666666667
91225,"Étiolles",31.4406666666667
91226,"Étréchy",25.0325
91228,"Évry-Courcouronnes",17.107
91232,"La Ferté-Alais",24.272
91235,"Fleury-Mérogis",18.3
91240,"Fontaine-la-Rivière",26.9673913043478
91243,"Fontenay-lès-Briis",27.4405
91244,"Fontenay-le-Vicomte",24.7926666666667
91247,"La Forêt-le-Roi",25.164
91248,"La Forêt-Sainte-Croix",22.626
91249,"Forges-les-Bains",27.5839130434783
91272,"Gif-sur-Yvette",33.2945
91273,"Gironville-sur-Essonne",23.5853333333333
91274,"Gometz-la-Ville",31.0814285714286
91275,"Gometz-le-Châtel",29.234
91284,"Les Granges-le-Roi",25.0286956521739
91286,"Grigny",13.0257692307692
91292,"Guibeville",27.8412
91293,"Guigneville-sur-Essonne",25.631
91294,"Guillerval",25.06875
91312,"Igny",29.272
91315,"Itteville",25.7708
91318,"Janville-sur-Juine",27.59
91319,"Janvry",28.8209523809524
91326,"Juvisy-sur-Orge",22.4777777777778
91330,"Lardy",26.5446666666667
91332,"Leudeville",28.1619047619048
91333,"Leuville-sur-Orge",25.6153333333333
91338,"Limours",28.1227777777778
91339,"Linas",24.7790476190476
91340,"Lisses",24.2565
91345,"Longjumeau",21.876
91347,"Longpont-sur-Orge",26.9035
91359,"Maisse",23.0775897435897
91363,"Marcoussis",27.0953846153846
91374,"Marolles-en-Beauce",25.0445
91376,"Marolles-en-Hurepoix",26.4273333333333
91377,"Massy",22.511
91378,"Mauchamps",27.146
91386,"Mennecy",25.9866666666667
91390,"Le Mérévillois",22.9221052631579
91393,"Mérobert",23.6204444444444
91399,"Mespuits",21.9493103448276
91405,"Milly-la-Forêt",24.768
91408,"Moigny-sur-École",27.1106666666667
91411,"Les Molières",32.5225
91412,"Mondeville",25.69
91414,"Monnerville",23.5019047619048
91421,"Montgeron",23.356
91425,"Montlhéry",24.892
91432,"Morangis",24.277
91433,"Morigny-Champigny",25.974
91434,"Morsang-sur-Orge",23.062
91435,"Morsang-sur-Seine",33.0833333333333
91441,"Nainville-les-Roches",26.3822222222222
91457,"La Norville",26.938
91458,"Nozay",27.933196969697
91461,"Ollainville",25.6273170731707
91463,"Oncy-sur-École",25.5338333333333
91468,"Ormoy",24.0585714285714
91469,"Ormoy-la-Rivière",26.7553333333333
91471,"Orsay",30.4172
91473,"Orveau",26.2484
91477,"Palaiseau",26.3655555555556
91479,"Paray-Vieille-Poste",23.994
91482,"Pecqueuse",28.277619047619
91494,"Le Plessis-Pâté",27.2780769230769
91495,"Plessis-Saint-Benoist",23.659
91507,"Prunay-sur-Essonne",23.9277777777778
91508,"Puiselet-le-Marais",26.7654166666667
91511,"Pussay",21.2003846153846
91514,"Quincy-sous-Sénart",22.3960714285714
91519,"Richarville",26.98
91521,"Ris-Orangis",18.9618333333333
91525,"Roinville",26.9926666666667
91526,"Roinvilliers",27.4622222222222
91533,"Saclas",22.986
91534,"Saclay",32.0457142857143
91538,"Saint-Aubin",36.1695
91540,"Saint-Chéron",24.783
91544,"Saint-Cyr-la-Rivière",26.0109523809524
91546,"Saint-Cyr-sous-Dourdan",27.9641304347826
91547,"Saint-Escobille",23.19
91549,"Sainte-Geneviève-des-Bois",22.37
91552,"Saint-Germain-lès-Arpajon",22.4072727272727
91553,"Saint-Germain-lès-Corbeil",28.1642857142857
91556,"Saint-Hilaire",27.202
91560,"Saint-Jean-de-Beauregard",27.2061904761905
91568,"Saint-Maurice-Montcouronne",31.0266666666667
91570,"Saint-Michel-sur-Orge",22.0990476190476
91573,"Saint-Pierre-du-Perray",24.1780952380952
91577,"Saintry-sur-Seine",25.9656666666667
91578,"Saint-Sulpice-de-Favières",31.2788
91579,"Saint-Vrain",26.8013043478261
91581,"Saint-Yon",30.0658241758242
91587,"Saulx-les-Chartreux",25.1924
91589,"Savigny-sur-Orge",24.0126666666667
91593,"Sermaise",26.773
91599,"Soisy-sur-École",26.1905619047619
91600,"Soisy-sur-Seine",29.38
91602,"Souzy-la-Briche",26.232
91613,"Congerville-Thionville",23.0578260869565
91617,"Tigery",25.455
91619,"Torfou",29.07
91629,"Valpuiseaux",25.1176
91630,"Le Val-Saint-Germain",28.781
91631,"Varennes-Jarcy",29.494
91634,"Vaugrigneuse",26.9439393939394
91635,"Vauhallan",34.94
91639,"Vayres-sur-Essonne",24.242380952381
91645,"Verrières-le-Buisson",33.9334
91648,"Vert-le-Grand",26.5790476190476
91649,"Vert-le-Petit",25.2417391304348
91654,"Videlles",26.6596
91657,"Vigneux-sur-Seine",19.6493333333333
91659,"Villabé",23.605
91661,"Villebon-sur-Yvette",27.629
91662,"Villeconin",28.795
91665,"La Ville-du-Bois",25.4315384615385
91666,"Villejust",26.378
91667,"Villemoisson-sur-Orge",28.7171428571429
91671,"Villeneuve-sur-Auvers",26.8985714285714
91679,"Villiers-le-Bâcle",31.5384
91685,"Villiers-sur-Orge",26.2280952380952
91687,"Viry-Châtillon",20.52
91689,"Wissous",27.1311111111111
91691,"Yerres",25.746
91692,"Les Ulis",18.2957142857143
92002,"Antony",29.0995238095238
92004,"Asnières-sur-Seine",24.3705
92007,"Bagneux",18.7383333333333
92009,"Bois-Colombes",28.76
92012,"Boulogne-Billancourt",31.7773333333333
92014,"Bourg-la-Reine",31.0386666666667
92019,"Châtenay-Malabry",24.15
92020,"Châtillon",27.5424
92022,"Chaville",29.5608
92023,"Clamart",26.1626666666667
92024,"Clichy",18.7886666666667
92025,"Colombes",21.6394444444444
92026,"Courbevoie",29.3891304347826
92032,"Fontenay-aux-Roses",24.9228125
92033,"Garches",33.5485714285714
92035,"La Garenne-Colombes",29.454
92036,"Gennevilliers",16.716
92040,"Issy-les-Moulineaux",30.422
92044,"Levallois-Perret",30.9306666666667
92046,"Malakoff",23.0872222222222
92047,"Marnes-la-Coquette",40.1904
92048,"Meudon",28.076
92049,"Montrouge",27.4773333333333
92050,"Nanterre",19.502
92051,"Neuilly-sur-Seine",43.8486666666667
92060,"Le Plessis-Robinson",27.5452777777778
92062,"Puteaux",26.9757
92063,"Rueil-Malmaison",30.1971428571429
92064,"Saint-Cloud",36.616
92071,"Sceaux",33.503
92072,"Sèvres",30.755
92073,"Suresnes",28.3707407407407
92075,"Vanves",27.857
92076,"Vaucresson",38.6944444444444
92077,"Ville-d'Avray",35.3382608695652
92078,"Villeneuve-la-Garenne",16.8433333333333
93001,"Aubervilliers",13.2406666666667
93005,"Aulnay-sous-Bois",17.2106060606061
93006,"Bagnolet",16.583
93007,"Le Blanc-Mesnil",15.80375
93008,"Bobigny",14.4516326530612
93010,"Bondy",15.9783333333333
93013,"Le Bourget",16.3246666666667
93014,"Clichy-sous-Bois",13.204
93015,"Coubron",25.4722580645161
93027,"La Courneuve",13.3993333333333
93029,"Drancy",16.846
93030,"Dugny",15.5842307692308
93031,"Épinay-sur-Seine",15.8438888888889
93032,"Gagny",21.1133333333333
93033,"Gournay-sur-Marne",27.6812
93039,"L'Île-Saint-Denis",15.772
93045,"Les Lilas",22.5458333333333
93046,"Livry-Gargan",20.4466666666667
93047,"Montfermeil",18.6214814814815
93048,"Montreuil",18.428
93049,"Neuilly-Plaisance",24.0358333333333
93050,"Neuilly-sur-Marne",19.1992105263158
93051,"Noisy-le-Grand",20.826
93053,"Noisy-le-Sec",16.3945
93055,"Pantin",16.8514285714286
93057,"Les Pavillons-sous-Bois",20.3573913043478
93059,"Pierrefitte-sur-Seine",14.5266666666667
93061,"Le Pré-Saint-Gervais",19.2565
93062,"Le Raincy",26.5637391304348
93063,"Romainville",17.68125
93064,"Rosny-sous-Bois",19.9466666666667
93066,"Saint-Denis",14.6215
93070,"Saint-Ouen-sur-Seine",17.3286666666667
93071,"Sevran",15.7836013513513
93072,"Stains",14.5983333333333
93073,"Tremblay-en-France",20.0095652173913
93074,"Vaujours",22.3888888888889
93077,"Villemomble",21.7822222222222
93078,"Villepinte",17.933
93079,"Villetaneuse",14.801
94001,"Ablon-sur-Seine",22.2161666666667
94002,"Alfortville",19.6945
94003,"Arcueil",21.5004347826087
94004,"Boissy-Saint-Léger",19.7795652173913
94011,"Bonneuil-sur-Marne",17.6880476190476
94015,"Bry-sur-Marne",29.0236666666667
94016,"Cachan",23.125641025641
94017,"Champigny-sur-Marne",19.2944444444444
94018,"Charenton-le-Pont",27.5709523809524
94019,"Chennevières-sur-Marne",21.5386666666667
94021,"Chevilly-Larue",20.9252
94022,"Choisy-le-Roi",19.1052857142857
94028,"Créteil",19.08625
94033,"Fontenay-sous-Bois",23.1491666666667
94034,"Fresnes",22.2260869565217
94037,"Gentilly",19.9138095238095
94038,"L'Haÿ-les-Roses",22.2734146341463
94041,"Ivry-sur-Seine",17.6628571428571
94042,"Joinville-le-Pont",25.5273333333333
94043,"Le Kremlin-Bicêtre",21.805
94044,"Limeil-Brévannes",20.9709523809524
94046,"Maisons-Alfort",24.8194444444444
94047,"Mandres-les-Roses",26.2571428571429
94048,"Marolles-en-Brie",30.1306666666667
94052,"Nogent-sur-Marne",30.2416666666667
94053,"Noiseau",26.25
94054,"Orly",17.754
94055,"Ormesson-sur-Marne",26.588
94056,"Périgny",27.26
94058,"Le Perreux-sur-Marne",28.317
94059,"Le Plessis-Trévise",24.3263333333333
94060,"La Queue-en-Brie",23.1241935483871
94065,"Rungis",28.7426666666667
94067,"Saint-Mandé",32.0746666666667
94068,"Saint-Maur-des-Fossés",29.2125
94069,"Saint-Maurice",25.9876
94070,"Santeny",29.0153333333333
94071,"Sucy-en-Brie",25.6536
94073,"Thiais",22.43125
94074,"Valenton",16.1166666666667
94075,"Villecresnes",25.7070952380952
94076,"Villejuif",19.4684615384615
94077,"Villeneuve-le-Roi",20.5386666666667
94078,"Villeneuve-Saint-Georges",15.5938095238095
94079,"Villiers-sur-Marne",21.288
94080,"Vincennes",31.4506666666667
94081,"Vitry-sur-Seine",17.9433333333333
95002,"Ableiges",27.4553846153846
95008,"Aincourt",24.9883623188406
95011,"Ambleville",24.3781818181818
95012,"Amenucourt",23.322
95014,"Andilly",28.199
95018,"Argenteuil",17.595
95019,"Arnouville",18.9833333333333
95023,"Arronville",27.6838888888889
95024,"Arthies",26.0536
95026,"Asnières-sur-Oise",26.13
95028,"Attainville",26.927
95039,"Auvers-sur-Oise",26.918
95040,"Avernes",27.683
95042,"Baillet-en-France",27.9552380952381
95046,"Banthelu",27.4480769230769
95051,"Beauchamp",26.1215384615385
95052,"Beaumont-sur-Oise",20.168
95054,"Le Bellay-en-Vexin",27.0526666666667
95055,"Bellefontaine",26.899
95056,"Belloy-en-France",25.8604761904762
95058,"Bernes-sur-Oise",22.1930434782609
95059,"Berville",26.981
95060,"Bessancourt",24.7942777777778
95061,"Béthemont-la-Forêt",29.25625
95063,"Bezons",19.0365641025641
95074,"Boisemont",30.2057142857143
95078,"Boissy-l'Aillerie",27.1196
95088,"Bonneuil-en-France",21.5973529411765
95091,"Bouffémont",23.8413333333333
95094,"Bouqueval",22.4216
95101,"Bray-et-Lû",22.85
95102,"Bréançon",29.0258333333333
95110,"Brignancourt",28.6129166666667
95116,"Bruyères-sur-Oise",21.5109523809524
95119,"Buhy",23.1477777777778
95120,"Butry-sur-Oise",26.38
95127,"Cergy",18.5548
95134,"Champagne-sur-Oise",24.6817391304348
95139,"La Chapelle-en-Vexin",24.8166666666667
95141,"Charmont",NA
95142,"Chars",23.3652380952381
95144,"Châtenay-en-France",NA
95149,"Chaumontel",27.0185
95150,"Chaussy",23.1853333333333
95151,"Chauvry",28.6893333333333
95154,"Chennevières-lès-Louvres",23.3066666666667
95157,"Chérence",23.7662962962963
95166,"Cléry-en-Vexin",26.8122222222222
95169,"Commeny",24.966
95170,"Condécourt",25.565875
95176,"Cormeilles-en-Parisis",26.0526666666667
95177,"Cormeilles-en-Vexin",24.397
95181,"Courcelles-sur-Viosne",27.051
95183,"Courdimanche",24.9366666666667
95197,"Deuil-la-Barre",22.731
95199,"Domont",23.816875
95203,"Eaubonne",24.8116666666667
95205,"Écouen",23.6285
95210,"Enghien-les-Bains",28.9847826086957
95211,"Ennery",27.23375
95212,"Épiais-lès-Louvres",NA
95213,"Épiais-Rhus",28.474
95214,"Épinay-Champlâtreux",NA
95218,"Éragny",22.617
95219,"Ermont",22.7553333333333
95229,"Ézanville",23.6452380952381
95241,"Fontenay-en-Parisis",24.5344827586207
95250,"Fosses",21.96
95252,"Franconville",22.052
95253,"Frémainville",29.6095238095238
95254,"Frémécourt",26.5780952380952
95256,"Frépillon",26.012380952381
95257,"La Frette-sur-Seine",28.8755172413793
95258,"Frouville",30.2942857142857
95268,"Garges-lès-Gonesse",14.182
95270,"Genainville",24.8312
95271,"Génicourt",28.0096
95277,"Gonesse",17.62625
95280,"Goussainville",16.8
95282,"Gouzangrez",26.4071428571429
95287,"Grisy-les-Plâtres",27.2205
95288,"Groslay",23.9508695652174
95295,"Guiry-en-Vexin",27.7767333333333
95298,"Haravilliers",27.9744444444444
95301,"Haute-Isle",23.185
95303,"Le Heaulme",26.2661111111111
95304,"Hédouville",33.6946666666667
95306,"Herblay-sur-Seine",25.1466666666667
95308,"Hérouville-en-Vexin",26.6253333333333
95309,"Hodent",23.982380952381
95313,"L'Isle-Adam",26.5260869565217
95316,"Jagny-sous-Bois",28.0013333333333
95323,"Jouy-le-Moutier",22.989
95328,"Labbeville",26.3370967741935
95331,"Lassy",27.4452380952381
95341,"Livilliers",29.2366666666667
95348,"Longuesse",27.5786666666667
95351,"Louvres",21.2838461538462
95352,"Luzarches",25.55125
95353,"Maffliers",25.8526666666667
95355,"Magny-en-Vexin",21.3404761904762
95365,"Mareil-en-France",27.2665
95369,"Margency",29.7169444444444
95370,"Marines",24.3965384615385
95371,"Marly-la-Ville",25.0265384615385
95379,"Maudétour-en-Vexin",31.04
95387,"Menouville",NA
95388,"Menucourt",24.4273333333333
95392,"Mériel",25.7095238095238
95394,"Méry-sur-Oise",23.9438095238095
95395,"Le Mesnil-Aubry",26.5261996336996
95409,"Moisselles",26.2666666666667
95422,"Montgeroult",28.7525
95424,"Montigny-lès-Cormeilles",19.9825
95426,"Montlignon",30.7513043478261
95427,"Montmagny",19.0555882352941
95428,"Montmorency",26.4111111111111
95429,"Montreuil-sur-Epte",24.424
95430,"Montsoult",27.2905555555556
95436,"Mours",26.076
95438,"Moussy",24.1593333333333
95445,"Nerville-la-Forêt",27.5905
95446,"Nesles-la-Vallée",28.6913333333333
95447,"Neuilly-en-Vexin",25.2855
95450,"Neuville-sur-Oise",30.203
95452,"Nointel",26.5092
95456,"Noisy-sur-Oise",25.708
95459,"Nucourt",25.2008
95462,"Omerville",24.6771428571429
95476,"Osny",24.0342857142857
95480,"Parmain",26.0990476190476
95483,"Le Perchay",26.168
95487,"Persan",17.7495652173913
95488,"Pierrelaye",21.464
95489,"Piscop",26.4313333333333
95491,"Le Plessis-Bouchard",26.7653571428571
95492,"Le Plessis-Gassot",NA
95493,"Le Plessis-Luzarches",26.7690476190476
95500,"Pontoise",20.00375
95504,"Presles",27.4352
95509,"Puiseux-en-France",24.496
95510,"Puiseux-Pontoise",25.1333333333333
95523,"La Roche-Guyon",21.8011538461538
95527,"Roissy-en-France",24.4766666666667
95529,"Ronquerolles",27.4577777777778
95535,"Sagy",26.902
95539,"Saint-Brice-sous-Forêt",22.681
95541,"Saint-Clair-sur-Epte",21.0090476190476
95543,"Saint-Cyr-en-Arthies",25.3805
95554,"Saint-Gervais",26.7688888888889
95555,"Saint-Gratien",21.7285714285714
95563,"Saint-Leu-la-Forêt",26.1553333333333
95566,"Saint-Martin-du-Tertre",23.882380952381
95572,"Saint-Ouen-l'Aumône",19.6326923076923
95574,"Saint-Prix",28.9261538461538
95580,"Saint-Witz",34.466
95582,"Sannois",22.1880952380952
95584,"Santeuil",28.6387857142857
95585,"Sarcelles",15.0735
95592,"Seraincourt",27.1261111111111
95594,"Seugy",27.147
95598,"Soisy-sous-Montmorency",23.7426666666667
95604,"Survilliers",21.8109523809524
95607,"Taverny",23.32
95610,"Théméricourt",27.7616666666667
95611,"Theuville",NA
95612,"Le Thillay",20.8626666666667
95625,"Us",26.3466666666667
95627,"Vallangoujard",28.929980952381
95628,"Valmondois",27.6544444444444
95633,"Vaudherland",NA
95637,"Vauréal",22.8935714285714
95641,"Vémars",24.9842857142857
95651,"Vétheuil",23.4065217391304
95652,"Viarmes",25.4
95656,"Vienne-en-Arthies",26.1606666666667
95658,"Vigny",27.4364
95660,"Villaines-sous-Bois",27.7935
95675,"Villeron",27.1195
95676,"Villers-en-Arthies",26.2488571428571
95678,"Villiers-Adam",29.7464434782609
95680,"Villiers-le-Bel",14.9030769230769
95682,"Villiers-le-Sec",26.1657142857143
95690,"Wy-dit-Joli-Village",29.516
